date,ore_extracted,equipment_workload,avg_processing_cost,pit_utilization_rate,production_intensity,operational_cost,haul_trips,safety_compliance_score,efficiency_index,operational_noise,revenue,profit,risk_zone,mine_region,shutdown_risk
11/14/2018,9.256.534.661.069,855.066.008.855.792,44.932.590.772.165,611.648.351.591.354,592.131.663.200.795,NA,412.501.176.875.085,717.492.612.645.972,108.255.205.623.899,-279.212.060.090.457,383.441.958.393.517,130.925.172.209.928,Medium Risk,Papua,No
11/15/2018,708.357.305.928.359,476.807.106.571.327,613.847.552.770.749,599.011.517.666.063,664.057.930.843.104,473.329.637.272.313,307.426.954.451.948,83.181.590.673.456,11.805.955.098.806,984.874.346.182.102,302.308.120.191.088,107.445.889.806.405,High Risk,Kalimantan,No
11/16/2018,845.368.795.153,831.064.720.829.568,199.779.529.497.027,684.273.277.898.952,509.050.962.274.835,525.283.410.482.972,416.430.962.048.471,735.365.853.418.879,101.721.174.532.491,-125.869.543.504.398,415.035.572.939.246,14.070.290.309.751,Medium Risk,Sulawesi,No
11/17/2018,662.536.814.758.323,405.499.189.556.584,214.609.395.714.942,866.189.662.917.065,629.461.612.138.245,548.906.602.662.895,238.408.716.986.887,825.657.079.963.321,110.422.802.459.721,117.742.589.463.032,345.961.059.638.748,151.336.085.473.568,Low Risk,Kalimantan,No
11/18/2018,105.693.197.544.585,674.217.585.874.056,61.620.641.482.994,714.306.084.770.667,661.501.338.453.637,395.911.237.785.732,109.179.268.903.099,862.293.775.555.698,156.764.225.316.912,-142.239.693.874.035,431.221.850.572.589,139.014.211.626.163,Low Risk,Papua,No
11/19/2018,830.119.747.530.306,734.976.241.774.938,206.629.368.111.026,791.601.454.309.548,211.407.827.653.591,261.484.106.077.846,191.666.507.755.872,792.242.355.042.718,112.945.113.099.928,601.995.036.048.278,378.440.878.621.737,128.998.588.033.829,Low Risk,Papua,No
11/20/2018,832.401.589.401.741,123.009.972.331.565,578.195.082.654.711,678.930.225.751.755,772.878.587.431.836,621.506.113.391.531,416.912.336.829.118,837.649.133.484.746,676.694.396.091.773,-252.611.092.291.864,349.644.951.975.604,962.741.491.881.919,Medium Risk,Kalimantan,No
11/21/2018,661.957.340.183.587,695.769.027.860.839,NA,551.297.283.480.752,656.742.713.227.938,382.938.465.235.458,324.102.870.624.047,829.549.329.555.687,951.403.862.024.144,100.226.486.191.601,331.626.977.225.924,112.655.301.244.693,Medium Risk,Papua,No
11/22/2018,790.120.122.745.323,498.595.980.546.785,399.906.735.569.239,921.218.313.278.703,558.003.673.786.747,397.678.687.486.997,316.044.245.066.587,783.366.558.204.706,13.168.668.712.422,204.508.003.913.308,39.438.699.390.034,1.326.259.663.713,Medium Risk,Sulawesi,No
11/23/2018,999.502.297.612.972,692.372.363.621.601,36.313.244.394.958,89.571.675.201.535,622.832.555.039.752,598.537.608.784.297,249.278.561.112.005,764.335.123.695.859,144.359.068.924.251,583.763.043.655.308,406.402.797.392.621,148.416.091.871.607,Low Risk,Kalimantan,No
11/24/2018,703.174.991.954.392,693.983.503.074.342,471.244.243.711.699,587.117.851.568.693,738.920.033.577.702,531.878.754.198.736,329.185.941.510.368,817.691.145.085.387,101.324.453.512.127,829.401.057.264.034,341.147.525.183.487,111.054.832.754.954,Low Risk,Sulawesi,No
11/25/2018,76.277.665.504.617,513.137.671.181.318,363.308.074.711.822,822.554.942.887.639,672.447.958.920.735,608.258.950.002.398,131.452.858.115.081,815.554.471.325.704,127.129.442.507.695,139.565.202.964.247,316.949.001.832.595,110.519.154.448.282,Low Risk,Kalimantan,No
11/26/2018,799.719.152.078.016,761.607.460.021.093,571.189.750.770.573,620.795.443.804.616,494.100.875.461.299,451.274.338.648.055,274.865.172.018.763,78.423.781.405.022,105.004.112.230.711,154.296.012.055.452,338.767.143.432.761,11.316.508.973.183,Low Risk,Papua,No
11/27/2018,474.149.371.679.002,453.497.095.061.698,20.906.568.271.108,803.592.835.782.194,41.836.998.915.069,484.167.947.621.473,368.789.498.736.151,675.856.941.087.737,790.248.952.798.337,124.785.361.086.591,316.278.396.157.555,117.651.065.625.938,Low Risk,Papua,No
11/28/2018,855.304.389.751.711,672.214.372.556.998,181.333.779.876.586,717.380.767.077.765,450.883.882.337.693,592.702.990.979.075,32.980.498.496.443,76.286.749.993.133,127.236.849.533.322,-18.228.113.469.753,382.213.584.297.422,14.237.362.740.602,Low Risk,Sulawesi,No
11/29/2018,458.206.661.266.864,40,478.994.677.795.563,659.451.801.362.578,51.667.574.230.677,578.335.319.412.036,201.509.311.299.305,789.623.400.098.348,763.677.768.778.107,-160.402.800.580.797,227.432.172.860.255,70.420.383.266.479,Medium Risk,Sulawesi,No
12/1/2018,835.984.705.554.349,466.509.850.560.175,405.085.298.689.082,794.860.770.631.974,554.615.161.265.745,581.106.605.851.257,331.517.412.951.216,881.428.120.177.094,139.330.784.259.058,970.923.357.705.432,39.834.217.752.699,139.159.312.617.917,Low Risk,Sulawesi,No
12/2/2018,762.632.375.600.274,579.042.681.954.891,543.109.272.818.547,616.891.517.202.676,552.713.487.708.159,542.866.580.429.825,117.643.768.123.817,761.162.134.194.194,127.105.395.933.379,-128.665.990.266.281,344.112.151.205.131,133.748.788.484.043,Low Risk,Sulawesi,No
12/3/2018,807.965.711.133.022,470.221.917.924.009,577.824.977.214.914,452.392.858.137.679,621.824.632.079.728,432.402.935.677.529,419.587.728.360.202,997.379.344.329.431,134.660.951.855.504,-379.487.456.664.004,33.633.100.460.087,122.793.290.198.927,Medium Risk,Sulawesi,No
12/4/2018,968.212.228.732.116,825.417.434.866.197,559.824.151.038.192,623.334.753.832.268,453.702.305.537.549,NA,295.442.772.363.313,813.085.069.147.241,117.299.706.528.378,16.708.572.627.869,359.012.581.268.977,120.209.787.831.557,Low Risk,Kalimantan,No
12/5/2018,815.770.537.689.135,593.366.943.938.896,201.126.155.299.135,636.759.084.566.457,377.912.546.808.298,534.124.503.933.553,148.005.746.814.888,728.663.860.828.436,135.961.756.281.522,-105.959.919.618.865,356.951.513.352.477,132.320.685.222.501,Low Risk,Papua,No
12/6/2018,886.259.074.641.055,806.795.046.619.928,209.886.661.435.012,725.354.527.666.824,374.214.981.465.101,755.658.900.843.446,181.469.828.879.926,849.452.378.004.563,109.849.345.054.118,511.113.890.716.485,36.085.945.843.599,895.462.536.434.065,Low Risk,Kalimantan,No
12/8/2018,739.413.826.020.181,698.758.916.713.956,273.306.766.476.016,8.319.926.550.925,62.846.143.071.309,410.086.925.543.768,30.124.843.949.452,716.895.514.153.542,105.818.159.644.733,-664.911.749.120.631,350.230.080.525.329,121.982.685.803.402,Medium Risk,Kalimantan,No
12/9/2018,740.961.225.928.812,827.205.557.615.996,NA,769.017.170.203.061,594.242.011.759.058,503.511.246.536.682,402.362.303.682.603,79.108.201.208.131,895.740.144.764.332,110.896.754.587.433,356.382.905.884.697,129.602.513.244.494,High Risk,Sulawesi,No
12/10/2018,943.514.538.990.346,108.378.700.575.696,349.046.634.761.617,874.227.278.181.791,72.987.215.831.853,411.450.377.799.634,409.867.857.245.263,851.667.667.753.856,870.571.924.168.219,111.505.529.490.443,427.765.362.192.989,147.473.302.616.917,High Risk,Sulawesi,No
12/11/2018,886.660.934.684.766,549.531.459.099.789,372.743.312.513.921,870.385.535.962.521,640.978.727.356.439,480.180.066.697.467,233.557.812.357.321,82.429.092.647.053,147.776.822.447.461,725.276.203.669.636,388.452.377.853.387,143.829.851.992.435,Medium Risk,Sulawesi,No
12/12/2018,902.840.651.148.967,831.885.082.092.678,505.125.539.319.124,855.565.008.015.982,620.881.640.289.715,539.434.921.576.191,37.371.405.339.567,100,108.529.491.703.084,105.369.033.832.453,385.352.225.650.247,968.942.796.134.268,Low Risk,Sulawesi,No
12/14/2018,923.704.677.521.004,11.312.228.218.365,64.197.547.536.809,684.571.867.789.267,607.122.552.630.537,300.392.406.280.591,215.739.627.100.993,737.919.762.002.404,81.655.413.919.373,176.821.199.407.604,396.537.220.156.488,164.287.374.008.379,High Risk,Kalimantan,No
12/16/2018,110.618.169.643.604,753.707.498.844.008,596.760.954.246.856,755.043.304.847.527,637.648.703.684.722,52.755.798.510.481,408.508.254.960.179,914.275.861.942.151,146.765.382.875.005,395.292.329.006.692,443.852.680.359.689,152.016.001.237.394,Medium Risk,Papua,No
12/17/2018,438.096.125.128.199,581.371.602.558.054,368.477.465.922.479,809.045.817.923.699,428.389.175.668.268,508.593.566.164.832,264.146.309.828.617,726.982.336.392.803,730.160.208.546.998,107.805.431.862.108,260.458.950.399.207,748.641.279.425.558,Low Risk,Sulawesi,No
12/18/2018,876.249.289.611.298,931.597.628.772.824,268.936.160.518.788,740.908.287.267.124,453.809.919.390.377,475.878.180.656.286,399.763.436.238.281,732.333.629.323.581,940.587.720.006.936,-228.513.764.379.078,403.031.773.668.924,121.238.275.586.027,High Risk,Sulawesi,No
12/19/2018,908.899.149.947.599,897.778.996.673.978,474.037.538.669.072,720.563.972.667.241,570.857.570.703.084,494.576.207.644.904,158.421.053.623.315,883.414.406.553.252,101.238.629.252.279,143.293.374.450.002,366.862.451.512.633,131.343.877.453.503,Low Risk,Sulawesi,No
12/20/2018,804.665.618.749.949,846.955.933.797.319,31.371.274.478.035,677.413.756.820.664,742.833.025.563.569,521.675.712.677.768,303.298.683.331.814,743.778.456.362.648,950.067.868.516.179,-587.920.751.745.038,35.705.246.306.566,128.223.817.823.095,Low Risk,Kalimantan,No
12/21/2018,661.313.925.234.201,518.329.517.663.347,292.867.367.649.451,61.474.722.072.306,624.381.155.571.062,418.307.865.757.542,105.228.074.211.627,7.585.149.937.209,110.218.987.539.034,-276.795.717.685.337,327.718.407.200.245,109.819.190.082.155,Medium Risk,Papua,No
12/22/2018,83.017.812.885.763,452.124.116.560.739,277.420.657.135.081,579.373.840.453.151,694.479.769.099.566,460.590.692.009.578,204.063.285.801.094,720.098.824.188.306,138.363.021.476.272,-14.628.884.259.181,381.513.229.816.291,131.804.859.334.139,Low Risk,Sulawesi,No
12/23/2018,842.731.656.679.728,86.448.106.867.064,40.338.077.200.111,741.699.131.742.162,518.784.575.337.688,584.436.534.591.618,235.628.488.843.795,726.590.793.165.005,974.841.077.752.742,112.061.405.721.199,33.174.340.755.413,117.930.342.443.689,Low Risk,Papua,No
12/24/2018,798.274.296.627.462,539.642.055.095.467,509.663.581.561.763,837.092.605.756.056,660.105.644.176.402,220.966.135.849.147,17.216.037.124.861,685.824.280.122.586,133.045.716.104.577,-199.569.594.339.842,376.583.804.165.959,NA,Medium Risk,Sulawesi,No
12/25/2018,777.573.739.341.093,92.842.935.282.195,485.636.466.781.143,355.397.337.310.366,430.071.154.600.454,NA,352.507.229.922.339,695.726.733.783.591,837.515.247.635.877,679.189.214.101.032,306.541.232.657.696,117.952.217.801.905,Low Risk,Sulawesi,No
12/26/2018,826.234.395.978.959,486.088.010.519.517,58.557.606.974.151,605.612.932.425.547,572.151.154.983.998,364.381.744.647.872,332.075.119.810.179,798.890.178.154.159,13.770.573.266.316,253.036.686.517.195,370.991.189.880.615,138.067.213.576.795,Medium Risk,Kalimantan,No
12/27/2018,568.787.905.290.676,406.896.026.480.731,59.784.725.748.701,768.165.230.873.187,576.770.609.097.072,536.610.770.137.007,211.920.726.459.939,700.104.183.744.157,947.979.842.151.126,-861.527.557.877.064,301.956.437.998.176,971.080.877.102.126,Medium Risk,Papua,No
12/28/2018,109.849.215.095.771,861.535.492.518.802,2.171.325.095.254,77.736.500.179.319,462.937.140.450.703,659.239.533.050.947,997.585.380.356.759,687.876.973.497.378,127.503.992.638.322,-428.880.338.440.611,393.335.317.827.671,120.935.992.082.829,Medium Risk,Sulawesi,No
12/29/2018,989.737.147.743.041,107.530.427.644.756,266.171.395.052.224,67.361.138.155.637,567.209.320.549.578,639.573.899.590.111,41.995.900.523.616,751.898.888.052.441,920.425.194.450.821,141.020.247.900.163,401.889.855.892.305,125.785.520.431.493,Low Risk,Papua,No
12/30/2018,762.190.922.929.891,582.352.027.273.879,202.089.177.859.016,579.848.878.546.151,358.547.418.262.974,431.662.803.099.865,66.816.283.988.072,849.951.147.780.838,127.031.820.488.315,-661.534.819.354.128,376.901.121.096.654,139.884.926.426.335,Low Risk,Kalimantan,No
12/31/2018,748.261.667.756.971,757.302.217.827.273,571.365.143.193.398,77.708.009.349.411,541.724.252.576.688,594.227.654.062.833,962.451.623.263.769,655.329.497.274.954,988.062.163.483.107,-838.516.988.431.747,295.937.520.085.843,106.932.136.928.912,Medium Risk,Kalimantan,No
1/1/2019,838.004.400.074.495,732.545.577.812.426,626.775.964.084.081,79.966.765.731.316,993.895.084.454.191,496.302.426.549.993,331.659.360.823.687,818.917.055.152.929,114.396.213.076.188,178.492.078.799.853,414.040.043.847.722,150.549.481.539.848,High Risk,Sulawesi,No
1/2/2019,881.589.113.374.811,505.016.718.455.918,466.806.422.756.054,856.309.197.624.498,616.985.898.474.135,566.145.613.621.464,328.667.618.511.245,826.454.492.452.418,146.931.518.895.802,441.137.887.849.164,373.017.059.394.692,128.570.236.288.378,Medium Risk,Papua,No
1/3/2019,869.245.510.279.649,836.723.400.570.492,64.170.350.142.289,771.335.337.429.504,704.718.360.680.955,799.794.569.811.909,353.395.768.641.494,867.921.591.813.427,103.886.841.181.564,112.554.240.565.991,329.340.418.914.791,917.042.057.589.572,Low Risk,Sulawesi,No
1/4/2019,653.694.204.448.472,438.571.047.887.968,63.096.340.641.845,575.847.587.539.486,61.961.103.227.689,63.336.684.149.486,210.660.159.043.036,707.070.654.915.319,108.949.034.074.745,-426.107.844.212.587,284.487.584.195.735,788.136.368.361.024,Low Risk,Sulawesi,No
1/5/2019,988.938.255.137.277,12.692.880.836.923,49.672.772.657.359,860.144.707.219.953,565.007.679.305.488,521.456.717.311.641,387.524.082.453.456,907.451.842.987.634,779.128.290.766.352,212.917.309.131.197,402.799.979.463.657,137.029.760.359.818,Low Risk,Papua,No
1/6/2019,960.397.082.346.898,712.952.240.720.056,229.022.626.248.188,627.686.190.433.849,337.672.018.939.558,NA,293.273.051.558.062,709.605.288.154.054,134.707.071.174.492,169.958.001.676.023,38.257.270.082.454,116.358.901.272.381,Low Risk,Kalimantan,No
1/7/2019,832.167.192.710.404,626.882.364.964.546,22.379.398.427.438,516.266.998.200.801,376.135.166.101.161,484.486.320.191.642,380.904.504.423.961,796.978.720.485.393,132.746.945.714.045,516.527.825.833.439,39.838.962.445.306,140.533.616.502.109,Medium Risk,Kalimantan,No
1/8/2019,860.587.182.552.793,865.930.056.689.325,374.549.075.784.162,54.235.490.345.058,593.586.038.828.537,374.938.798.526.931,352.749.550.114.386,643.889.973.493.181,993.829.901.046.559,1.162.584.610.628,38.292.793.577.587,NA,High Risk,Papua,No
1/9/2019,839.834.467.316.389,681.999.997.314.755,452.875.112.334.732,743.289.729.102.347,466.463.477.224.734,437.493.850.466.562,129.422.309.934.162,827.061.511.920.366,123.142.884.255.583,368.484.767.775.565,348.296.194.399.491,117.601.882.297.685,Low Risk,Papua,No
1/10/2019,892.665.154.963.301,70.415.070.113.165,201.577.758.921.776,714.079.589.045.508,274.175.355.152.412,443.385.624.906.407,219.945.429.065.265,817.624.084.036.191,126.771.890.382.085,152.282.533.777.971,37.597.314.434.778,138.110.074.593.438,Medium Risk,Sulawesi,No
1/11/2019,822.803.742.981.796,530.564.950.112.707,426.763.783.919.159,81.441.767.361.765,526.147.118.413.028,470.523.086.655.336,338.629.120.308.906,760.572.835.179.077,137.133.957.163.633,-197.195.356.290.977,353.212.831.823.642,132.232.809.142.339,Low Risk,Sulawesi,No
1/12/2019,108.130.577.456.665,981.188.524.898.154,641.167.848.794.721,718.829.354.954.478,644.245.443.840.046,586.435.169.267.391,315.504.057.998.769,776.304.406.936.161,110.203.671.071.152,711.395.350.809.231,421.328.318.759.545,124.600.875.869.847,Medium Risk,Papua,No
1/13/2019,573.669.071.254.549,40,334.208.160.638.809,626.293.263.828.922,26.663.150.564.561,485.481.038.314.546,232.371.340.761.892,712.196.268.389.154,956.115.118.757.582,-529.652.300.645.204,855.723.741.374.265,301.351.745.398.934,High Risk,Sulawesi,No
1/14/2019,977.489.364.846.722,721.253.255.039.696,439.904.808.546.416,616.722.818.721.044,524.729.042.373.285,558.587.831.779.083,359.446.383.307.222,804.936.558.143.234,135.526.510.004.163,-222.285.241.847.741,407.736.479.460.912,137.711.732.919.647,Low Risk,Kalimantan,No
1/15/2019,948.229.452.371.023,781.421.014.489.783,36.039.685.853.757,568.489.639.590.724,590.227.710.767.219,371.243.405.788.821,142.677.721.017.972,685.346.491.099.193,121.346.807.263.707,683.079.692.224.682,395.369.352.981.499,134.283.182.902.133,Medium Risk,Kalimantan,No
1/16/2019,742.684.172.868.726,689.442.613.516.537,372.425.799.982.157,85.404.471.700.163,742.653.593.946.646,526.966.602.356.866,337.832.885.943.353,802.315.975.414.243,107.722.406.231.989,697.940.758.927.859,361.159.505.756.612,142.135.415.451.533,Low Risk,Papua,No
1/17/2019,687.528.970.121.455,536.864.797.536.917,312.838.633.656.502,869.876.035.404.304,506.687.160.578.538,679.342.920.395.293,242.431.979.232.933,828.926.256.387.408,114.588.161.686.909,898.831.821.095.662,326.122.377.930.126,948.432.380.348.497,Low Risk,Papua,No
1/18/2019,850.654.681.607.539,638.929.646.508.978,537.480.851.819.273,923.281.792.467.886,932.978.048.719.392,322.803.827.786.642,911.534.585.896.879,603.253.009.081.599,13.313.745.672.241,421.278.562.496.316,367.828.790.100.347,117.402.914.574.613,High Risk,Papua,No
1/19/2019,915.969.881.467.702,726.053.494.454.547,NA,687.893.091.430.412,316.308.829.841.775,459.821.066.475.078,262.472.603.945.062,779.466.344.939.265,126.157.354.583.884,414.956.431.564.507,366.570.386.945.253,112.029.782.717.566,Medium Risk,Papua,No
1/20/2019,103.209.271.773.105,838.086.234.033.211,261.851.329.307.538,643.577.492.312.036,420.818.910.144.868,NA,415.912.267.018.575,684.501.046.989.348,123.148.749.593.965,-778.501.330.297.131,437.098.780.940.945,143.370.139.270.197,Medium Risk,Sulawesi,No
1/21/2019,814.032.260.556.288,40,417.478.311.690.502,79.834.479.144.843,658.619.757.471.104,373.153.370.964.577,931.096.706.888.638,731.482.411.833.893,135.672.043.426.048,-127.779.481.849.423,358.573.966.729.561,156.771.444.650.465,Low Risk,Papua,No
1/22/2019,971.208.743.580.419,917.575.346.754.921,483.204.503.243.323,586.890.682.607.026,53.348.007.509.822,506.106.978.790.719,175.420.632.341.411,77.365.112.791.465,105.845.121.821.895,728.049.733.864.679,385.568.105.086.799,127.307.161.151.405,Low Risk,Papua,No
1/23/2019,603.048.074.891.332,483.690.232.807.498,555.692.886.989.564,84.962.878.618.453,830.673.291.285.052,492.994.707.347.081,365.842.209.260.445,800.549.516.969.302,100.508.012.481.889,-353.009.468.239.276,319.647.860.948.478,124.053.495.485.179,Low Risk,Papua,No
1/24/2019,670.632.813.295.949,40,454.910.483.569.838,676.453.883.775.236,511.953.948.062.138,503.380.687.337.269,240.537.751.978.263,660.079.622.304.601,111.772.135.549.325,-25.517.177.584.043,336.825.265.320.805,104.247.021.626.046,Low Risk,Kalimantan,No
1/25/2019,743.456.133.899.571,40,316.455.954.317.935,540.877.735.872.601,447.402.851.820.251,579.848.896.320.345,257.540.071.061.812,891.459.397.536.467,123.909.355.649.929,81.329.003.891.207,363.526.690.093.044,116.285.706.486.146,Medium Risk,Kalimantan,No
